node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,is_sybil
Node013,2,3,4,0.00247,0.4,0.2,0.0,1.9219,5,False
Node013,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,False
Node013,3,2,4,0.0013,0.4,0.4,0.2,1.9219,5,False
Node013,0,5,3,0.00358,0.6,0.0,0.2,1.371,5,False
Node013,3,2,4,0.03408,0.4,0.2,0.0,1.9219,5,False
Node013,5,0,5,0.0,0.2,0.4,0.2,2.3219,5,False
Node013,2,3,3,0.00335,0.4,0.4,0.4,1.5219,5,False
Node013,0,5,3,0.02769,0.4,0.4,0.4,1.5219,5,False
Node013,4,1,3,0.00134,0.4,0.0,0.6,1.5219,5,False
Node013,5,0,5,0.00039,0.2,0.2,0.2,2.3219,5,False
Node013,1,4,5,0.00277,0.2,0.4,0.2,2.3219,5,False
Node013,0,5,5,0.0283,0.2,0.2,0.2,2.3219,5,False
Node013,5,0,4,0.0,0.4,0.2,0.6,1.9219,5,False
Node013,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,False
Node013,0,5,3,0.00327,0.4,0.6,0.4,1.5219,5,False
Node013,0,5,3,0.03197,0.4,0.4,0.2,1.5219,5,False
Node013,5,0,4,0.0,0.4,0.2,0.4,1.9219,5,False
Node013,5,0,5,0.0,0.2,0.2,0.0,2.3219,5,False
Node013,0,5,4,0.00297,0.4,0.4,0.2,1.9219,5,False
