node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,is_sybil
Node023,3,2,4,0.00149,0.4,0.4,0.2,1.9219,5,False
Node023,5,0,3,0.0,0.6,0.0,0.2,1.371,5,False
Node023,2,3,3,0.00087,0.4,0.0,0.4,1.5219,5,False
Node023,0,5,3,0.02803,0.6,0.0,0.2,1.371,5,False
Node023,3,2,5,0.00381,0.2,0.4,0.0,2.3219,5,False
Node023,5,0,4,0.0,0.4,0.0,0.6,1.9219,5,False
Node023,2,3,4,0.00412,0.4,0.2,0.6,1.9219,5,False
Node023,0,5,4,0.0005,0.4,0.2,0.2,1.9219,5,False
Node023,1,4,4,0.03079,0.4,0.6,0.2,1.9219,5,False
Node023,5,0,5,0.0,0.2,0.4,0.2,2.3219,5,False
Node023,4,1,4,0.00204,0.4,0.2,0.0,1.9219,5,False
Node023,0,5,5,0.00232,0.2,0.4,0.4,2.3219,4,False
Node023,1,4,5,0.03402,0.2,0.0,0.4,2.3219,5,False
Node023,5,0,4,0.0,0.4,0.2,0.0,1.9219,5,False
Node023,4,1,5,0.00043,0.2,0.0,0.6,2.3219,5,False
Node023,0,5,3,0.00083,0.4,0.4,0.2,1.5219,5,False
Node023,0,5,2,0.02462,0.8,0.0,0.0,0.7219,4,False
Node023,2,3,4,0.00178,0.4,0.4,0.2,1.9219,5,False
Node023,5,0,4,0.0,0.4,0.0,0.4,1.9219,5,False
Node023,3,2,4,0.00498,0.4,0.4,0.2,1.9219,5,False
