node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,is_sybil
Node024_Sybil01,0,5,3,0.00144,0.6,0.6,0.4,1.371,5,True
Node024_Sybil01,3,2,3,0.00145,0.6,0.2,0.8,1.371,5,True
Node024_Sybil01,5,0,2,0.0,0.8,0.0,1.0,0.7219,5,True
Node024_Sybil01,2,3,3,0.0022,0.4,0.0,0.4,1.5219,5,True
Node024_Sybil01,0,5,3,0.02951,0.6,0.6,0.2,1.371,5,True
Node024_Sybil01,0,5,3,6e-05,0.6,0.2,0.6,1.371,5,True
Node024_Sybil01,4,1,3,0.00043,0.6,0.2,0.8,1.371,5,True
Node024_Sybil01,5,0,2,0.0,0.8,0.0,1.0,0.7219,5,True
Node024_Sybil01,1,4,4,0.02577,0.4,0.0,0.2,1.9219,5,True
Node024_Sybil01,0,5,4,0.00403,0.4,0.2,0.2,1.9219,5,True
Node024_Sybil01,4,1,3,0.0,0.4,0.2,0.8,1.5219,5,True
Node024_Sybil01,5,0,2,0.0,0.8,0.0,1.0,0.7219,4,True
Node024_Sybil01,1,4,4,0.00172,0.4,0.2,0.6,1.9219,5,True
Node024_Sybil01,0,5,5,0.03057,0.2,0.2,0.2,2.3219,5,True
Node024_Sybil01,3,2,3,0.00189,0.4,0.0,0.6,1.5219,5,True
Node024_Sybil01,5,0,2,0.0,0.6,0.0,1.0,0.971,5,True
Node024_Sybil01,2,3,3,0.00245,0.6,0.2,0.8,1.371,5,True
Node024_Sybil01,0,5,4,0.02647,0.4,0.0,0.2,1.9219,5,True
Node024_Sybil01,4,1,3,0.00173,0.4,0.2,0.8,1.5219,5,True
Node024_Sybil01,5,0,2,0.0,0.6,0.0,1.0,0.971,5,True
