node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,is_sybil
Node030,1,4,3,0.00802,0.4,0.4,0.2,1.5219,5,False
Node033,4,1,2,0.00443,0.6,0.0,0.4,0.971,5,False
Node033,1,4,3,0.03228,0.6,0.6,0.0,1.371,4,False
Node000_Sybil01,0,5,4,0.00529,0.4,0.4,0.2,1.9219,5,True
Node030,0,5,3,0.02404,0.6,0.2,0.6,1.371,5,False
Node032_Sybil00,5,0,2,0.0,0.8,0.0,1.0,0.7219,5,True
Node006_Sybil00,3,2,3,0.0312,0.6,0.2,0.8,1.371,5,True
Node000_Sybil01,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node008_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node006_Sybil00,3,2,4,0.03453,0.4,0.2,0.6,1.9219,5,True
Node032_Sybil00,5,0,2,0.0,0.6,0.0,1.0,0.971,5,True
Node030,0,5,5,0.00235,0.2,0.2,0.4,2.3219,5,False
Node019_Sybil01,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node028_Sybil01,3,2,3,0.00372,0.6,0.2,0.6,1.371,5,True
Node032,0,5,4,0.02351,0.4,0.2,0.4,1.9219,5,False
Node000_Sybil01,4,1,1,0.00393,1.0,1.0,0.0,0.0,5,True
Node018,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,False
Node000_Sybil01,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node018_Sybil00,5,0,2,0.0,0.6,0.0,0.0,0.971,5,True
Node033,2,3,3,0.00764,0.4,0.0,0.6,1.5219,5,False
Node016,0,5,4,0.02384,0.4,0.2,0.2,1.9219,5,False
Node041_Sybil00,2,3,3,0.00168,0.4,0.4,0.4,1.5219,5,True
Node032,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,False
Node032,2,3,3,0.0035,0.6,0.6,0.0,1.371,5,False
Node014,2,3,5,0.02044,0.2,0.4,0.4,2.3219,5,False
Node014,5,0,3,0.0,0.6,0.0,0.2,1.371,5,False
