node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,is_sybil
Node041,0,5,3,0.01054,0.6,0.6,0.4,1.371,5,False
Node017_Sybil00,5,0,2,0.0,0.6,0.0,0.0,0.971,5,True
Node010_Sybil00,3,2,2,0.00261,0.8,0.8,0.2,0.7219,5,True
Node013_Sybil01,0,5,4,0.02411,0.4,0.2,0.2,1.9219,5,True
Node034,5,0,5,0.0,0.2,0.2,0.6,2.3219,5,False
Node017_Sybil00,5,0,2,0.0,0.6,0.0,0.0,0.971,5,True
Node003_Sybil00,4,1,1,0.0,1.0,1.0,0.0,0.0,5,True
Node010_Sybil00,3,2,3,0.00271,0.6,0.6,0.2,1.371,5,True
Node003_Sybil00,0,5,3,0.00293,0.6,0.2,0.6,1.371,5,True
Node034,5,0,4,0.0,0.4,0.6,0.4,1.9219,5,False
Node005,0,5,4,0.0044,0.4,0.4,0.4,1.9219,5,False
Node041,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,False
Node017_Sybil00,4,1,3,0.01348,0.4,0.0,0.0,1.5219,4,True
Node017_Sybil00,0,5,4,0.00416,0.4,0.4,0.2,1.9219,5,True
Node033_Sybil00,4,1,2,0.00044,0.8,0.8,0.0,0.7219,5,True
Node013_Sybil01,4,1,2,0.00616,0.8,0.8,0.2,0.7219,5,True
Node041,1,4,5,0.00523,0.2,0.2,0.6,2.3219,4,False
Node017_Sybil01,5,0,1,0.0,1.0,0.0,1.0,0.0,5,True
Node004_Sybil00,1,4,3,0.03987,0.4,0.4,0.2,1.5219,5,True
Node017_Sybil00,2,3,2,0.00358,0.6,0.6,0.0,0.971,5,True
Node013_Sybil01,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node033_Sybil00,0,5,3,0.00311,0.6,0.6,0.0,1.371,5,True
Node041,0,5,4,0.00247,0.4,0.2,0.4,1.9219,5,False
Node041,0,5,4,0.01221,0.4,0.4,0.2,1.9219,5,False
Node004_Sybil00,4,1,2,0.00044,0.8,0.8,0.0,0.7219,4,True
Node017_Sybil01,5,0,2,0.00087,0.8,0.0,1.0,0.7219,5,True
Node018_Sybil01,3,2,3,0.00725,0.6,0.2,0.6,1.371,5,True
Node017_Sybil00,2,3,3,0.00475,0.6,0.0,0.4,1.371,5,True
Node005,1,4,3,0.00765,0.4,0.4,0.2,1.5219,5,False
Node004_Sybil00,3,2,1,0.0,1.0,1.0,0.0,0.0,4,True
Node033_Sybil00,1,4,3,0.01263,0.6,0.6,0.2,1.371,5,True
Node017_Sybil00,0,5,3,0.02296,0.4,0.4,0.6,1.5219,5,True
Node004_Sybil00,1,4,4,0.00866,0.4,0.4,0.4,1.9219,5,True
Node019,0,5,4,0.00326,0.4,0.2,0.2,1.9219,5,False
Node004_Sybil00,1,4,2,0.02749,0.8,0.8,0.2,0.7219,4,True
Node041,0,5,4,0.00227,0.4,0.4,0.4,1.9219,5,False
Node004_Sybil00,2,3,2,0.0039,0.8,0.8,0.0,0.7219,4,True
Node017,4,1,4,0.01879,0.4,0.2,0.2,1.9219,5,False
Node004_Sybil00,4,1,1,0.00057,1.0,1.0,0.0,0.0,5,True
Node034,0,5,3,0.00615,0.6,0.4,0.6,1.371,5,False
Node005,2,3,5,0.03003,0.2,0.2,0.0,2.3219,5,False
Node017_Sybil01,5,0,2,0.0,0.6,0.0,1.0,0.971,5,True
Node010_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node018_Sybil01,1,4,5,0.02599,0.2,0.2,0.4,2.3219,5,True
Node020_Sybil01,0,5,4,0.02811,0.4,0.4,0.2,1.9219,5,True
Node020_Sybil01,4,1,3,0.00044,0.6,0.2,0.0,1.371,5,True
Node041,5,0,3,0.0,0.4,0.4,0.4,1.5219,5,False
Node019,5,0,4,0.0,0.4,0.0,0.2,1.9219,5,False
Node017_Sybil00,5,0,2,0.0,0.8,0.0,0.0,0.7219,5,True
Node017,0,5,4,0.02767,0.4,0.2,0.8,1.9219,5,False
Node019,3,2,5,0.00748,0.2,0.4,0.2,2.3219,5,False
Node005,5,0,4,0.0,0.4,0.4,0.2,1.9219,5,False
Node017_Sybil00,1,4,3,0.00216,0.4,0.0,0.2,1.5219,5,True
Node034,0,5,5,0.00451,0.2,0.0,0.4,2.3219,4,False
Node018_Sybil01,0,5,4,0.00146,0.4,0.4,0.2,1.9219,5,True
Node017_Sybil00,2,3,4,0.00265,0.4,0.2,0.2,1.9219,5,True
Node013_Sybil01,1,4,3,0.00711,0.6,0.6,0.4,1.371,5,True
Node020_Sybil01,5,0,2,0.0,0.6,0.0,0.0,0.971,5,True
Node017,0,5,4,0.02687,0.4,0.4,0.4,1.9219,5,False
Node034,0,5,4,0.00606,0.4,0.4,0.2,1.9219,5,False
Node017_Sybil00,1,4,5,0.00624,0.2,0.2,0.2,2.3219,5,True
Node004_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node018_Sybil01,2,3,3,0.0,0.6,0.0,0.6,1.371,5,True
Node005,5,0,5,0.0,0.2,0.0,0.4,2.3219,5,False
Node018_Sybil01,0,5,3,0.00032,0.6,0.2,0.2,1.371,5,True
Node010_Sybil00,2,3,3,0.01159,0.4,0.4,0.2,1.5219,5,True
Node034,2,3,5,0.03022,0.2,0.4,0.4,2.3219,5,False
Node012_Sybil00,0,5,3,0.003,0.4,0.4,0.6,1.5219,5,True
Node017,0,5,5,0.00642,0.2,0.2,0.4,2.3219,4,False
Node034,0,5,3,0.0012,0.4,0.4,0.4,1.5219,5,False
Node012_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node019,5,0,4,0.00022,0.4,0.2,0.4,1.9219,5,False
Node034,1,4,5,0.01122,0.2,0.2,0.4,2.3219,5,False
Node013_Sybil01,1,4,3,0.03035,0.6,0.6,0.2,1.371,5,True
Node034,5,0,5,0.0,0.2,0.0,0.2,2.3219,5,False
Node041,0,5,3,0.02771,0.6,0.6,0.0,1.371,4,False
Node020_Sybil01,1,4,5,0.01032,0.2,0.2,0.4,2.3219,5,True
Node020_Sybil01,4,1,3,0.00811,0.6,0.2,0.0,1.371,5,True
Node041,0,5,4,0.03145,0.4,0.2,0.6,1.9219,5,False
Node003_Sybil00,0,5,4,0.00911,0.4,0.4,0.4,1.9219,5,True
Node012_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node019,0,5,4,0.00303,0.4,0.2,0.4,1.9219,5,False
Node005,2,3,5,0.00344,0.2,0.2,0.2,2.3219,5,False
Node005,2,3,5,0.00471,0.2,0.2,0.4,2.3219,4,False
Node020_Sybil01,0,5,4,0.0052,0.4,0.4,0.2,1.9219,5,True
Node018_Sybil01,0,5,4,0.00365,0.4,0.4,0.2,1.9219,4,True
Node017,0,5,3,0.00501,0.6,0.4,0.6,1.371,4,False
Node005,5,0,4,0.0,0.4,0.0,0.6,1.9219,5,False
Node041,3,2,4,0.0348,0.4,0.2,0.2,1.9219,5,False
Node017,4,1,5,0.00091,0.2,0.0,0.4,2.3219,4,False
