node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,is_sybil
Node019,1,4,3,0.0037,0.6,0.6,0.0,1.371,4,False
Node019,5,0,4,0.0,0.4,0.0,0.2,1.9219,5,False
Node019,4,1,5,0.00067,0.2,0.0,0.2,2.3219,5,False
Node019,0,5,4,0.00249,0.4,0.0,0.2,1.9219,3,False
Node019,0,5,5,0.02833,0.2,0.0,0.2,2.3219,5,False
Node019,5,0,4,0.0,0.4,0.2,0.6,1.9219,5,False
Node019,5,0,4,0.0,0.4,0.2,0.4,1.9219,5,False
Node019,0,5,4,0.00131,0.4,0.4,0.2,1.9219,5,False
Node019,0,5,4,0.02182,0.4,0.2,0.4,1.9219,5,False
Node019,3,2,4,0.00291,0.4,0.4,0.4,1.9219,5,False
Node019,5,0,5,0.0,0.2,0.0,0.2,2.3219,5,False
Node019,2,3,4,0.0022,0.4,0.0,0.2,1.9219,5,False
Node019,0,5,3,0.02645,0.4,0.4,0.6,1.5219,5,False
Node019,2,3,4,0.00202,0.4,0.4,0.0,1.9219,5,False
Node019,5,0,4,0.0,0.4,0.2,0.4,1.9219,5,False
Node019,3,2,5,0.00204,0.2,0.0,0.2,2.3219,5,False
Node019,0,5,4,0.02984,0.4,0.2,0.2,1.9219,5,False
Node019,1,4,3,0.00221,0.6,0.0,0.0,1.371,4,False
Node019,5,0,3,0.00043,0.4,0.2,0.4,1.5219,5,False
Node019,4,1,3,0.0013,0.4,0.2,0.4,1.5219,4,False
