node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,is_sybil
Node032_Sybil00,1,4,4,0.00072,0.4,0.2,0.0,1.9219,5,True
Node032_Sybil00,5,0,2,0.00047,0.8,0.0,0.0,0.7219,4,True
Node032_Sybil00,4,1,3,0.00083,0.6,0.0,0.0,1.371,5,True
Node032_Sybil00,0,5,4,0.02757,0.4,0.2,0.6,1.9219,5,True
Node032_Sybil00,0,5,4,0.00258,0.4,0.2,0.2,1.9219,5,True
Node032_Sybil00,5,0,2,0.0,0.8,0.0,0.0,0.7219,5,True
Node032_Sybil00,5,0,2,0.0,0.6,0.0,0.0,0.971,5,True
Node032_Sybil00,0,5,4,0.02619,0.4,0.4,0.2,1.9219,4,True
Node032_Sybil00,0,5,4,0.00109,0.4,0.4,0.2,1.9219,5,True
Node032_Sybil00,1,4,4,0.00193,0.4,0.2,0.2,1.9219,5,True
Node032_Sybil00,5,0,2,0.0,0.6,0.0,0.0,0.971,5,True
Node032_Sybil00,4,1,3,0.00093,0.4,0.2,0.0,1.5219,5,True
Node032_Sybil00,0,5,5,0.02901,0.2,0.2,0.4,2.3219,5,True
Node032_Sybil00,0,5,4,0.00111,0.4,0.2,0.4,1.9219,5,True
Node032_Sybil00,2,3,3,0.00122,0.4,0.0,0.2,1.5219,5,True
Node032_Sybil00,5,0,2,0.0,0.6,0.0,0.0,0.971,5,True
Node032_Sybil00,3,2,4,0.00166,0.4,0.2,0.0,1.9219,5,True
Node032_Sybil00,0,5,3,0.00296,0.6,0.0,0.2,1.371,5,True
Node032_Sybil00,5,0,2,0.0,0.6,0.0,0.0,0.971,5,True
Node032_Sybil00,5,0,2,0.0,0.8,0.0,0.0,0.7219,5,True
