node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,is_sybil
Node004_Sybil01,3,2,3,0.007,0.6,0.0,0.8,1.371,5,True
Node038,5,0,5,0.0,0.2,0.0,0.2,2.3219,5,False
Node038,4,1,4,0.00194,0.4,0.2,0.4,1.9219,5,False
Node045_Sybil01,0,5,4,0.02137,0.4,0.4,0.0,1.9219,5,True
Node047,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,False
Node038,0,5,5,0.00897,0.2,0.2,0.4,2.3219,5,False
Node047,3,2,3,0.03138,0.4,0.4,0.6,1.5219,5,False
Node047,2,3,5,0.02603,0.2,0.4,0.4,2.3219,5,False
Node010_Sybil01,5,0,2,0.0,0.8,0.0,1.0,0.7219,3,True
Node047,0,5,3,0.00556,0.4,0.4,0.0,1.5219,5,False
Node034_Sybil01,0,5,3,0.02326,0.4,0.4,0.2,1.5219,5,True
Node047,2,3,4,0.00566,0.4,0.0,0.8,1.9219,5,False
Node036_Sybil01,5,0,2,0.00088,0.8,0.0,0.0,0.7219,5,True
Node025_Sybil01,3,2,3,0.0092,0.4,0.2,0.8,1.5219,5,True
Node010_Sybil01,4,1,3,0.00652,0.6,0.0,0.8,1.371,5,True
Node047,3,2,4,0.00753,0.4,0.2,0.2,1.9219,5,False
Node025_Sybil01,5,0,2,0.0,0.6,0.0,1.0,0.971,5,True
Node038,0,5,4,0.00218,0.4,0.6,0.2,1.9219,5,False
Node047,5,0,4,0.0,0.4,0.0,0.2,1.9219,5,False
Node022_Sybil00,0,5,5,0.00742,0.2,0.2,0.4,2.3219,5,True
Node010_Sybil01,4,1,3,0.03558,0.6,0.2,0.8,1.371,5,True
Node047,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,False
Node038,5,0,4,0.0,0.4,0.0,0.8,1.9219,5,False
Node047,0,5,5,0.00263,0.2,0.2,0.2,2.3219,5,False
Node034_Sybil01,3,2,3,0.00368,0.6,0.2,0.0,1.371,5,True
Node010_Sybil01,0,5,5,0.00857,0.2,0.0,0.6,2.3219,5,True
Node004_Sybil01,2,3,3,0.00376,0.4,0.4,0.4,1.5219,5,True
Node034_Sybil01,0,5,4,0.00119,0.4,0.4,0.6,1.9219,5,True
Node004_Sybil01,5,0,1,0.0,1.0,0.0,1.0,0.0,5,True
Node038,2,3,4,0.02391,0.4,0.4,0.2,1.9219,5,False
Node038,0,5,2,0.00376,0.8,0.8,0.0,0.7219,5,False
Node022_Sybil00,0,5,5,0.02391,0.2,0.2,0.4,2.3219,5,True
Node045_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node038,5,0,5,0.0,0.2,0.4,0.0,2.3219,5,False
Node038,5,0,4,0.0,0.4,0.8,0.0,1.9219,5,False
Node047,5,0,5,0.0,0.2,0.4,0.0,2.3219,5,False
Node047,5,0,5,0.0,0.2,0.0,0.6,2.3219,5,False
Node034_Sybil01,5,0,2,0.00231,0.6,0.0,0.0,0.971,5,True
Node047,5,0,4,0.0,0.4,0.2,0.6,1.9219,5,False
Node036_Sybil01,4,1,2,0.0063,0.8,0.0,0.0,0.7219,5,True
Node038,1,4,3,0.03003,0.4,0.4,0.4,1.5219,5,False
Node004_Sybil01,1,4,5,0.01195,0.2,0.0,0.4,2.3219,5,True
Node038,5,0,5,0.00083,0.2,0.2,0.2,2.3219,5,False
Node049_Sybil00,3,2,4,0.03452,0.4,0.0,0.6,1.9219,5,True
Node004_Sybil01,0,5,3,0.02432,0.6,0.6,0.2,1.371,5,True
Node047,4,1,4,0.02332,0.4,0.2,0.0,1.9219,5,False
Node038,3,2,5,0.00101,0.2,0.2,0.4,2.3219,5,False
Node038,0,5,4,0.00529,0.4,0.2,0.6,1.9219,5,False
Node038,1,4,5,0.00991,0.2,0.2,0.6,2.3219,5,False
Node038,3,2,4,0.00162,0.4,0.2,0.6,1.9219,5,False
Node047,0,5,4,0.02496,0.4,0.6,0.2,1.9219,5,False
Node025_Sybil01,1,4,3,0.01141,0.6,0.6,0.2,1.371,5,True
Node047,4,1,5,0.00279,0.2,0.2,0.2,2.3219,4,False
Node047,2,3,3,0.00696,0.4,0.4,0.4,1.5219,4,False
Node022_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node047,2,3,3,0.00373,0.6,0.6,0.2,1.371,5,False
Node038,0,5,4,0.00536,0.4,0.2,0.6,1.9219,5,False
Node047,3,2,4,0.01468,0.4,0.0,0.2,1.9219,5,False
Node045_Sybil00,3,2,2,0.0068,0.8,0.8,0.2,0.7219,5,True
Node047,0,5,4,0.00307,0.4,0.2,0.2,1.9219,5,False
Node038,3,2,5,0.00238,0.2,0.0,0.2,2.3219,5,False
Node036_Sybil01,5,0,2,0.0,0.8,0.0,0.0,0.7219,5,True
Node047,3,2,3,0.02708,0.6,1.0,0.0,1.371,5,False
Node049_Sybil01,5,0,2,0.0,0.6,0.0,1.0,0.971,4,True
Node034_Sybil01,0,5,4,0.00729,0.4,0.4,0.0,1.9219,5,True
Node004_Sybil01,0,5,4,0.00482,0.4,0.2,0.2,1.9219,5,True
Node047,0,5,3,0.00108,0.6,0.6,0.2,1.371,5,False
Node038,2,3,4,0.02696,0.4,0.4,0.4,1.9219,5,False
Node047,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,False
Node038,0,5,5,0.03142,0.2,0.4,0.0,2.3219,4,False
Node045_Sybil00,0,5,4,0.02735,0.4,0.4,0.2,1.9219,5,True
Node038,5,0,5,0.0,0.2,0.4,0.0,2.3219,5,False
Node049_Sybil00,3,2,3,0.0026,0.6,0.0,0.8,1.371,5,True
Node049_Sybil00,2,3,3,0.02356,0.6,0.2,0.8,1.371,5,True
