node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,is_sybil
Node045,2,3,4,0.0027,0.4,0.4,0.2,1.9219,5,False
Node043,1,4,4,0.00413,0.4,0.2,0.6,1.9219,5,False
Node002_Sybil00,0,5,3,0.00129,0.6,0.2,0.2,1.371,5,True
Node016_Sybil00,1,4,4,0.0009,0.4,0.2,0.0,1.9219,4,True
Node045,3,2,5,0.02873,0.2,0.2,0.2,2.3219,5,False
Node048_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node013,1,4,4,0.00158,0.4,0.2,0.4,1.9219,5,False
Node002_Sybil01,1,4,3,0.00356,0.4,0.2,0.4,1.5219,5,True
Node002_Sybil00,0,5,3,0.00797,0.4,0.4,0.6,1.5219,4,True
Node016_Sybil01,0,5,4,0.01064,0.4,0.2,0.2,1.9219,5,True
Node016_Sybil01,4,1,3,0.00759,0.6,0.0,0.8,1.371,5,True
Node016_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node002_Sybil01,4,1,3,0.00089,0.6,0.0,0.8,1.371,5,True
Node046_Sybil01,2,3,3,0.00126,0.6,0.6,0.2,1.371,5,True
Node043,0,5,4,0.02907,0.4,0.6,0.0,1.9219,4,False
Node048_Sybil00,0,5,5,0.00505,0.2,0.2,0.2,2.3219,5,True
Node001_Sybil01,5,0,2,0.00209,0.8,0.0,1.0,0.7219,5,True
Node008_Sybil01,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node001_Sybil01,5,0,2,0.0,0.6,0.0,1.0,0.971,5,True
Node046_Sybil01,3,2,3,0.00922,0.6,0.6,0.2,1.371,5,True
Node001_Sybil01,5,0,2,0.0,0.6,0.0,1.0,0.971,5,True
Node045,5,0,5,0.00023,0.2,0.0,0.4,2.3219,5,False
Node002_Sybil00,2,3,3,0.00663,0.6,0.6,0.2,1.371,5,True
Node045,0,5,5,0.00224,0.2,0.4,0.2,2.3219,5,False
Node001_Sybil01,5,0,2,0.0,0.8,0.0,1.0,0.7219,5,True
Node048_Sybil00,3,2,2,0.02306,0.8,0.8,0.2,0.7219,5,True
Node043,2,3,5,0.00154,0.2,0.2,0.2,2.3219,5,False
Node046_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node009_Sybil01,0,5,3,0.00734,0.4,0.4,0.2,1.5219,3,True
Node036,1,4,4,0.00228,0.4,0.4,0.0,1.9219,5,False
Node002_Sybil01,5,0,2,0.0,0.8,0.0,1.0,0.7219,5,True
Node002_Sybil01,0,5,5,0.00992,0.2,0.2,0.4,2.3219,5,True
Node036,5,0,4,0.0,0.4,0.2,0.0,1.9219,5,False
Node013,4,1,4,0.00184,0.4,0.2,0.0,1.9219,5,False
Node048_Sybil00,2,3,2,0.02565,0.6,0.6,0.0,0.971,5,True
Node008_Sybil01,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node009_Sybil01,0,5,5,0.00496,0.2,0.0,0.2,2.3219,4,True
Node036,2,3,3,0.00718,0.6,0.6,0.0,1.371,4,False
Node043,2,3,4,0.00244,0.4,0.4,0.0,1.9219,4,False
Node009_Sybil01,0,5,4,0.00509,0.4,0.4,0.2,1.9219,5,True
Node036,4,1,4,0.00154,0.4,0.2,0.4,1.9219,5,False
Node008_Sybil01,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node045,2,3,5,0.00978,0.2,0.2,0.2,2.3219,5,False
Node043,0,5,3,0.00119,0.6,0.6,0.2,1.371,5,False
Node008_Sybil01,0,5,4,0.02713,0.4,0.4,0.4,1.9219,5,True
Node009_Sybil01,0,5,4,0.00592,0.4,0.2,0.4,1.9219,5,True
Node013,4,1,5,0.0031,0.2,0.2,0.2,2.3219,5,False
Node045,0,5,4,0.00754,0.4,0.2,0.4,1.9219,5,False
Node013,4,1,5,0.00712,0.2,0.2,0.0,2.3219,5,False
Node043,0,5,5,0.02625,0.2,0.2,0.6,2.3219,5,False
Node048_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,4,True
Node046_Sybil00,3,2,2,0.02695,0.6,0.6,0.4,0.971,5,True
Node014_Sybil01,5,0,2,0.0,0.6,0.0,1.0,0.971,5,True
Node036,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,False
Node043,2,3,4,0.00909,0.4,0.2,0.4,1.9219,5,False
Node002_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node043,0,5,4,0.00634,0.4,0.2,0.8,1.9219,5,False
Node002_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node043,2,3,4,0.00685,0.4,0.0,0.4,1.9219,5,False
Node002_Sybil01,0,5,4,0.00184,0.4,0.4,0.2,1.9219,5,True
Node013,5,0,5,0.0,0.2,0.2,0.0,2.3219,5,False
Node046_Sybil01,1,4,3,0.02899,0.6,0.6,0.2,1.371,5,True
Node036,0,5,3,0.02558,0.6,0.6,0.4,1.371,5,False
Node016_Sybil01,5,0,2,0.00066,0.6,0.0,1.0,0.971,4,True
Node014_Sybil01,5,0,2,0.0,0.6,0.0,1.0,0.971,5,True
Node002_Sybil01,0,5,2,0.0015,0.8,0.8,0.2,0.7219,5,True
Node043,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,False
Node014_Sybil01,0,5,3,0.03245,0.6,0.6,0.2,1.371,5,True
Node046_Sybil01,0,5,4,0.00159,0.4,0.2,0.4,1.9219,4,True
Node043,0,5,4,0.00481,0.4,0.6,0.2,1.9219,5,False
Node014_Sybil01,5,0,2,0.0,0.6,0.0,1.0,0.971,5,True
Node002_Sybil00,4,1,2,0.03485,0.8,0.8,0.0,0.7219,5,True
Node046_Sybil01,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node009_Sybil01,5,0,2,0.0,0.8,0.0,1.0,0.7219,5,True
Node046_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node013,2,3,4,0.00515,0.4,0.6,0.0,1.9219,4,False
Node013,3,2,3,0.00602,0.4,0.2,0.0,1.5219,5,False
Node036,4,1,5,0.00591,0.2,0.0,0.2,2.3219,5,False
Node036,3,2,5,0.00988,0.2,0.2,0.0,2.3219,5,False
Node036,5,0,5,0.0,0.2,0.4,0.2,2.3219,4,False
Node009_Sybil01,0,5,3,0.01914,0.4,0.4,0.4,1.5219,5,True
Node001_Sybil01,0,5,4,0.00512,0.4,0.4,0.2,1.9219,5,True
Node016_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node016_Sybil01,5,0,2,0.0,0.8,0.0,1.0,0.7219,5,True
Node013,5,0,4,0.0,0.4,0.0,0.4,1.9219,5,False
Node045,2,3,3,0.02822,0.6,0.6,0.0,1.371,5,False
Node002_Sybil00,0,5,2,0.00913,0.6,0.4,0.0,0.971,5,True
Node008_Sybil01,0,5,4,0.00481,0.4,0.4,0.0,1.9219,4,True
Node036,2,3,4,0.02035,0.4,0.2,0.4,1.9219,5,False
Node036,0,5,4,0.00237,0.4,0.4,0.4,1.9219,5,False
Node036,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,False
Node008_Sybil01,3,2,1,0.02904,1.0,1.0,0.0,0.0,5,True
Node001_Sybil01,0,5,5,0.00595,0.2,0.2,0.2,2.3219,5,True
Node043,3,2,5,0.00317,0.2,0.2,0.6,2.3219,5,False
Node046_Sybil01,2,3,3,0.02736,0.6,0.6,0.0,1.371,5,True
Node036,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,False
Node014_Sybil01,0,5,4,0.00399,0.4,0.4,0.4,1.9219,5,True
Node013,5,0,4,0.00022,0.4,0.2,0.2,1.9219,5,False
Node045,0,5,5,0.00379,0.2,0.2,0.2,2.3219,5,False
Node036,2,3,5,0.00238,0.2,0.0,0.2,2.3219,5,False
Node036,1,4,5,0.0012,0.2,0.2,0.4,2.3219,5,False
Node016_Sybil01,0,5,3,0.00345,0.4,0.8,0.0,1.5219,5,True
Node016_Sybil01,0,5,2,0.0032,0.6,0.4,0.0,0.971,5,True
Node008_Sybil01,2,3,2,0.02127,0.8,0.8,0.2,0.7219,5,True
Node043,5,0,4,0.0,0.4,0.0,0.2,1.9219,5,False
Node013,2,3,4,0.02862,0.4,0.4,0.4,1.9219,5,False
Node043,3,2,5,0.00638,0.2,0.4,0.6,2.3219,5,False
Node043,2,3,5,0.00457,0.2,0.2,0.4,2.3219,5,False
Node043,0,5,5,0.00281,0.2,0.4,0.6,2.3219,5,False
Node016_Sybil01,5,0,2,0.0,0.6,0.0,1.0,0.971,5,True
Node045,0,5,4,0.00148,0.4,0.6,0.0,1.9219,5,False
Node001_Sybil01,0,5,4,0.00646,0.4,0.0,0.6,1.9219,5,True
Node013,5,0,4,0.0,0.4,0.2,0.0,1.9219,5,False
Node002_Sybil01,2,3,4,0.02564,0.4,0.0,0.4,1.9219,5,True
Node008_Sybil01,0,5,4,0.00752,0.4,0.4,0.4,1.9219,5,True
Node013,5,0,4,0.0,0.4,0.2,0.6,1.9219,5,False
Node036,3,2,4,0.00469,0.4,0.0,0.2,1.9219,4,False
Node036,0,5,4,0.0033,0.4,0.4,0.2,1.9219,5,False
Node043,0,5,3,0.02703,0.4,0.4,0.4,1.5219,5,False
Node009_Sybil01,5,0,2,0.0,0.8,0.0,1.0,0.7219,5,True
Node008_Sybil01,0,5,4,0.00507,0.4,0.4,0.2,1.9219,5,True
Node046_Sybil01,0,5,5,0.00468,0.2,0.0,0.2,2.3219,4,True
Node046_Sybil01,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node043,2,3,4,0.02624,0.4,0.4,0.2,1.9219,5,False
Node014_Sybil01,5,0,2,0.0,0.6,0.0,1.0,0.971,4,True
Node046_Sybil00,2,3,3,0.0065,0.6,0.6,0.2,1.371,5,True
Node001_Sybil01,4,1,2,0.01246,0.8,0.0,0.8,0.7219,5,True
Node045,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,False
Node002_Sybil01,5,0,2,0.0,0.8,0.0,1.0,0.7219,5,True
Node043,5,0,5,0.0,0.2,0.2,0.0,2.3219,5,False
Node036,5,0,5,0.0,0.2,0.0,0.6,2.3219,4,False
Node045,5,0,5,0.0,0.2,0.0,0.4,2.3219,5,False
Node036,5,0,4,0.0,0.4,0.2,0.4,1.9219,5,False
Node043,5,0,4,0.0,0.4,0.2,0.0,1.9219,5,False
Node048_Sybil00,2,3,4,0.0473,0.4,0.4,0.2,1.9219,5,True
Node045,0,5,5,0.00467,0.2,0.2,0.2,2.3219,5,False
Node016_Sybil01,3,2,4,0.00475,0.4,0.2,0.6,1.9219,5,True
Node014_Sybil01,0,5,4,0.0039,0.4,0.2,0.2,1.9219,5,True
Node043,1,4,4,0.00187,0.4,0.2,0.6,1.9219,4,False
Node045,4,1,5,0.00238,0.2,0.2,0.4,2.3219,5,False
Node013,0,5,5,0.00788,0.2,0.2,0.6,2.3219,5,False
Node009_Sybil01,5,0,2,0.0,0.8,0.0,1.0,0.7219,5,True
Node046_Sybil01,0,5,4,0.00511,0.4,0.4,0.0,1.9219,5,True
Node009_Sybil01,4,1,3,0.00237,0.4,0.2,0.8,1.5219,5,True
Node002_Sybil00,3,2,2,0.02348,0.6,0.6,0.4,0.971,5,True
Node009_Sybil01,5,0,2,0.0,0.6,0.0,1.0,0.971,5,True
Node013,2,3,3,0.02486,0.4,0.4,0.0,1.5219,4,False
Node043,3,2,4,0.00588,0.4,0.4,0.2,1.9219,5,False
Node036,0,5,4,0.02303,0.4,0.4,0.2,1.9219,5,False
Node045,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,False
Node043,5,0,4,0.0,0.4,0.0,0.0,1.9219,5,False
Node045,3,2,4,0.02768,0.4,0.4,0.0,1.9219,5,False
Node013,5,0,4,0.0,0.4,0.0,0.4,1.9219,5,False
Node016_Sybil00,2,3,3,0.00252,0.6,0.6,0.0,1.371,5,True
Node014_Sybil01,1,4,5,0.04322,0.2,0.2,0.2,2.3219,5,True
Node043,2,3,4,0.02379,0.4,0.6,0.0,1.9219,5,False
Node036,5,0,5,0.0,0.2,0.4,0.2,2.3219,5,False
Node002_Sybil00,2,3,3,0.00569,0.6,0.6,0.2,1.371,5,True
Node008_Sybil01,0,5,3,0.00393,0.4,0.0,0.4,1.5219,5,True
Node048_Sybil00,3,2,2,0.00475,0.8,0.8,0.2,0.7219,5,True
Node036,3,2,4,0.00418,0.4,0.4,0.4,1.9219,5,False
Node002_Sybil00,4,1,2,0.0,0.8,0.8,0.0,0.7219,5,True
Node002_Sybil00,2,3,4,0.02991,0.4,0.6,0.4,1.9219,5,True
Node036,4,1,5,0.0,0.2,0.2,0.0,2.3219,5,False
Node043,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,False
Node002_Sybil00,3,2,2,0.00411,0.8,0.8,0.0,0.7219,5,True
Node013,2,3,4,0.00674,0.4,0.4,0.0,1.9219,5,False
Node013,0,5,4,0.02525,0.4,0.0,0.4,1.9219,5,False
Node043,5,0,5,0.0,0.2,0.4,0.4,2.3219,5,False
Node013,0,5,4,0.00311,0.4,0.4,0.2,1.9219,4,False
Node008_Sybil01,0,5,4,0.03734,0.4,0.0,0.4,1.9219,5,True
Node036,2,3,4,0.02942,0.4,0.2,0.4,1.9219,5,False
Node009_Sybil01,3,2,4,0.02305,0.4,0.2,0.6,1.9219,5,True
Node008_Sybil01,0,5,3,0.00549,0.4,0.4,0.4,1.5219,4,True
Node045,5,0,4,0.0,0.4,0.2,0.0,1.9219,4,False
Node014_Sybil01,4,1,3,0.00044,0.6,0.0,0.8,1.371,5,True
Node016_Sybil01,2,3,4,0.03418,0.4,0.2,0.4,1.9219,5,True
