node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,is_sybil
Node014_Sybil00,1,4,3,0.00165,0.6,0.6,0.2,1.371,5,True
Node014_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node014_Sybil00,4,1,2,0.00086,0.8,0.8,0.0,0.7219,5,True
Node014_Sybil00,1,4,4,0.03027,0.4,0.2,0.4,1.9219,5,True
Node014_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node014_Sybil00,4,1,2,0.00137,0.8,0.8,0.0,0.7219,5,True
Node014_Sybil00,2,3,2,0.02746,0.6,0.6,0.4,0.971,5,True
Node014_Sybil00,5,0,1,0.00043,1.0,1.0,0.0,0.0,5,True
Node014_Sybil00,3,2,2,0.001,0.8,1.0,0.0,0.7219,5,True
Node014_Sybil00,0,5,4,0.00303,0.4,0.4,0.2,1.9219,5,True
Node014_Sybil00,2,3,3,0.00334,0.6,0.6,0.2,1.371,5,True
Node014_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node014_Sybil00,3,2,2,0.00338,0.8,0.8,0.2,0.7219,5,True
Node014_Sybil00,0,5,4,0.00112,0.4,0.2,0.4,1.9219,5,True
Node014_Sybil00,0,5,4,0.02344,0.4,0.4,0.2,1.9219,5,True
Node014_Sybil00,2,3,3,0.00152,0.6,0.6,0.4,1.371,5,True
Node014_Sybil00,5,0,1,0.00043,1.0,1.0,0.0,0.0,5,True
Node014_Sybil00,3,2,3,0.00295,0.6,0.6,0.0,1.371,5,True
