node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,is_sybil
Node011,3,2,4,0.002,0.4,0.2,0.4,1.9219,5,False
Node011,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,False
Node011,2,3,4,0.00165,0.4,0.6,0.2,1.9219,5,False
Node011,0,5,4,0.03017,0.4,0.2,0.0,1.9219,5,False
Node011,4,1,5,0.00129,0.2,0.2,0.4,2.3219,5,False
Node011,5,0,5,0.0,0.2,0.4,0.2,2.3219,5,False
Node011,1,4,5,0.00289,0.2,0.4,0.4,2.3219,5,False
Node011,2,3,5,0.02608,0.2,0.2,0.2,2.3219,5,False
Node011,5,0,4,0.0,0.4,0.0,0.0,1.9219,5,False
Node011,3,2,5,0.00048,0.2,0.0,0.6,2.3219,4,False
Node011,0,5,5,0.00218,0.2,0.2,0.2,2.3219,4,False
Node011,2,3,5,0.0318,0.2,0.2,0.4,2.3219,5,False
Node011,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,False
Node011,3,2,4,0.00601,0.4,0.2,0.2,1.9219,5,False
Node011,1,4,3,0.02372,0.6,0.6,0.2,1.371,5,False
Node011,5,0,4,0.0,0.4,0.0,0.2,1.9219,4,False
Node011,4,1,4,0.0026,0.4,0.4,0.0,1.9219,5,False
Node011,0,5,4,0.00249,0.4,0.2,0.0,1.9219,5,False
