node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,is_sybil
Node003_Sybil01,5,0,2,0.0,0.6,0.0,0.0,0.971,5,True
Node003_Sybil01,5,0,2,0.0,0.6,0.0,0.0,0.971,5,True
Node003_Sybil01,0,5,3,7e-05,0.6,0.0,0.6,1.371,5,True
Node003_Sybil01,0,5,3,0.00147,0.4,0.2,0.0,1.5219,5,True
Node003_Sybil01,1,4,4,0.02872,0.4,0.0,0.6,1.9219,5,True
Node003_Sybil01,5,0,2,0.00044,0.6,0.0,0.0,0.971,5,True
Node003_Sybil01,4,1,3,0.00174,0.4,0.0,0.2,1.5219,5,True
Node003_Sybil01,0,5,3,0.00133,0.6,0.2,0.6,1.371,5,True
Node003_Sybil01,5,0,2,0.0,0.6,0.0,0.0,0.971,5,True
Node003_Sybil01,5,0,2,0.0,0.8,0.0,0.0,0.7219,5,True
Node003_Sybil01,0,5,3,0.00194,0.6,0.8,0.0,1.371,5,True
Node003_Sybil01,1,4,3,0.02874,0.4,0.4,0.0,1.5219,5,True
Node003_Sybil01,5,0,2,0.0,0.6,0.0,0.0,0.971,5,True
Node003_Sybil01,4,1,3,0.00044,0.4,0.0,0.2,1.5219,5,True
Node003_Sybil01,0,5,5,0.00127,0.2,0.4,0.0,2.3219,5,True
Node003_Sybil01,0,5,5,0.00228,0.2,0.2,0.4,2.3219,5,True
Node003_Sybil01,1,4,4,0.02446,0.4,0.2,0.2,1.9219,5,True
Node003_Sybil01,5,0,2,0.0,0.8,0.0,0.0,0.7219,5,True
Node003_Sybil01,4,1,3,0.00087,0.4,0.2,0.0,1.5219,5,True
