node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,is_sybil
Node007_Sybil01,0,5,4,0.03256,0.4,0.4,0.4,1.9219,5,True
Node020_Sybil00,4,1,3,0.0017,0.4,0.0,0.0,1.5219,5,True
Node020_Sybil00,1,4,3,0.00658,0.4,0.0,0.4,1.5219,4,True
Node035_Sybil01,0,5,5,0.01262,0.2,0.2,0.2,2.3219,4,True
Node007_Sybil01,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node035_Sybil01,5,0,2,0.0,0.6,0.0,0.0,0.971,5,True
Node007_Sybil01,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node024,2,3,5,0.0454,0.2,0.4,0.4,2.3219,5,False
Node024,1,4,4,0.00772,0.4,0.2,0.2,1.9219,5,False
Node039,0,5,4,0.00286,0.4,0.4,0.2,1.9219,5,False
Node024_Sybil01,1,4,4,0.00691,0.4,0.2,0.4,1.9219,5,True
Node024_Sybil01,0,5,3,0.00739,0.6,0.6,0.0,1.371,5,True
Node024_Sybil01,3,2,2,0.00687,0.6,0.0,0.6,0.971,5,True
Node007_Sybil01,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node028,0,5,4,0.0259,0.4,0.2,0.4,1.9219,5,False
Node035_Sybil01,5,0,2,0.0,0.6,0.0,0.0,0.971,5,True
Node001,4,1,5,0.00288,0.2,0.4,0.0,2.3219,5,False
Node020_Sybil00,4,1,3,0.00064,0.6,0.2,0.0,1.371,5,True
Node020_Sybil00,1,4,3,0.00836,0.6,0.0,0.2,1.371,5,True
Node028,2,3,5,0.00595,0.2,0.4,0.2,2.3219,5,False
Node028,2,3,5,0.00221,0.2,0.0,0.4,2.3219,5,False
Node024,3,2,5,0.0061,0.2,0.4,0.2,2.3219,5,False
Node039,2,3,3,0.02895,0.4,0.0,0.4,1.5219,5,False
Node020_Sybil00,0,5,5,0.00327,0.2,0.2,0.4,2.3219,5,True
Node028,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,False
Node037,4,1,4,0.00643,0.4,0.2,0.4,1.9219,5,False
Node036_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node027_Sybil00,4,1,3,0.00069,0.4,0.0,0.2,1.5219,5,True
Node001,2,3,4,0.02505,0.4,0.4,0.0,1.9219,4,False
Node001,2,3,4,0.03032,0.4,0.0,0.4,1.9219,4,False
Node039,0,5,3,0.00178,0.6,0.8,0.0,1.371,5,False
Node027_Sybil00,2,3,4,0.01438,0.4,0.2,0.0,1.9219,5,True
Node024,5,0,3,0.0,0.4,0.0,0.0,1.5219,5,False
Node037,0,5,3,0.00763,0.4,0.4,0.4,1.5219,5,False
Node037,0,5,4,0.00265,0.4,0.4,0.0,1.9219,5,False
Node027_Sybil00,4,1,2,0.00452,0.8,0.0,0.2,0.7219,5,True
Node001,0,5,2,0.00466,0.8,0.0,0.8,0.7219,5,False
Node030_Sybil01,0,5,5,0.00139,0.2,0.4,0.4,2.3219,5,True
Node031,0,5,5,0.00335,0.2,0.4,0.2,2.3219,4,False
Node039,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,False
Node024,3,2,4,0.00125,0.4,0.0,0.6,1.9219,5,False
Node037,0,5,5,0.02091,0.2,0.2,0.4,2.3219,5,False
Node039,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,False
Node001,1,4,2,0.03062,0.8,0.0,0.0,0.7219,5,False
Node001,5,0,4,0.0,0.4,0.0,0.4,1.9219,5,False
Node020_Sybil00,5,0,2,0.0003,0.8,0.0,0.0,0.7219,5,True
Node030_Sybil01,3,2,4,0.0381,0.4,0.2,0.0,1.9219,5,True
Node031,0,5,3,0.02911,0.6,0.6,0.4,1.371,5,False
Node024_Sybil01,0,5,4,0.00212,0.4,0.2,0.6,1.9219,5,True
Node001,5,0,5,0.0,0.2,0.4,0.2,2.3219,5,False
Node028,0,5,3,0.00253,0.6,0.8,0.0,1.371,5,False
Node031,0,5,4,0.01633,0.4,0.0,0.0,1.9219,5,False
Node024,5,0,4,0.0,0.4,0.2,0.4,1.9219,5,False
Node037,5,0,5,0.00164,0.2,0.4,0.4,2.3219,5,False
Node036_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,4,True
Node036_Sybil00,4,1,2,0.00045,0.8,0.8,0.0,0.7219,5,True
Node036_Sybil00,0,5,3,0.02704,0.6,0.6,0.2,1.371,5,True
Node031,4,1,4,0.0024,0.4,0.0,0.6,1.9219,5,False
Node001,2,3,5,0.03249,0.2,0.4,0.0,2.3219,5,False
Node014_Sybil00,2,3,3,0.03673,0.4,0.4,0.2,1.5219,5,True
Node020_Sybil00,4,1,3,0.00294,0.4,0.2,0.0,1.5219,4,True
Node005_Sybil00,2,3,3,0.00964,0.6,0.8,0.0,1.371,5,True
Node007_Sybil01,3,2,2,0.00378,0.8,0.8,0.2,0.7219,5,True
Node027_Sybil00,4,1,2,0.00502,0.6,0.0,0.0,0.971,4,True
Node027_Sybil00,5,0,2,0.0,0.6,0.0,0.0,0.971,5,True
Node030_Sybil01,0,5,3,0.00132,0.6,0.6,0.2,1.371,5,True
Node030_Sybil01,5,0,2,0.0,0.8,0.0,0.0,0.7219,5,True
