node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,is_sybil
Node024_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node024_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node024_Sybil00,0,5,5,0.00206,0.2,0.2,0.2,2.3219,5,True
Node024_Sybil00,0,5,4,0.0016,0.4,0.2,0.2,1.9219,5,True
Node024_Sybil00,2,3,4,0.00134,0.4,0.4,0.2,1.9219,4,True
Node024_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node024_Sybil00,3,2,3,0.00563,0.6,0.6,0.2,1.371,4,True
Node024_Sybil00,0,5,4,0.02854,0.4,0.2,0.4,1.9219,4,True
Node024_Sybil00,4,1,1,0.00247,1.0,1.0,0.0,0.0,5,True
Node024_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node024_Sybil00,1,4,2,0.00243,0.6,0.6,0.4,0.971,5,True
Node024_Sybil00,0,5,4,0.0292,0.4,0.2,0.2,1.9219,5,True
Node024_Sybil00,1,4,3,0.00185,0.4,0.4,0.2,1.5219,5,True
Node024_Sybil00,5,0,1,0.00043,1.0,1.0,0.0,0.0,5,True
Node024_Sybil00,4,1,2,0.00043,0.8,0.8,0.0,0.7219,4,True
Node024_Sybil00,0,5,5,0.03133,0.2,0.2,0.2,2.3219,5,True
Node024_Sybil00,4,1,1,0.00043,1.0,1.0,0.0,0.0,5,True
Node024_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node024_Sybil00,1,4,4,0.001,0.4,0.4,0.0,1.9219,5,True
Node024_Sybil00,0,5,4,0.00122,0.4,0.6,0.0,1.9219,5,True
