node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,is_sybil
Node029,0,5,5,0.00292,0.2,0.2,0.4,2.3219,5,False
Node029,4,1,5,0.00217,0.2,0.2,0.2,2.3219,5,False
Node029,5,0,5,0.0,0.2,0.0,0.4,2.3219,5,False
Node029,1,4,4,0.00083,0.4,0.2,0.2,1.9219,5,False
Node029,0,5,5,0.03336,0.2,0.2,0.4,2.3219,4,False
Node029,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,False
Node029,5,0,4,0.0,0.4,0.4,0.4,1.9219,5,False
Node029,0,5,3,0.02492,0.6,0.2,0.6,1.371,5,False
Node029,0,5,4,0.00091,0.4,0.2,0.4,1.9219,5,False
Node029,0,5,4,0.00168,0.4,0.2,0.6,1.9219,5,False
Node029,4,1,5,0.00247,0.2,0.2,0.4,2.3219,4,False
Node029,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,False
Node029,1,4,4,0.00233,0.4,0.4,0.0,1.9219,4,False
Node029,0,5,4,0.02757,0.4,0.0,0.6,1.9219,5,False
Node029,0,5,5,0.00145,0.2,0.2,0.2,2.3219,5,False
Node029,0,5,4,0.00155,0.4,0.2,0.6,1.9219,5,False
Node029,5,0,4,0.0,0.4,0.2,0.4,1.9219,5,False
Node029,5,0,4,0.0,0.4,0.0,0.0,1.9219,5,False
Node029,0,5,5,0.0015,0.2,0.4,0.2,2.3219,5,False
Node029,3,2,4,0.00555,0.4,0.4,0.2,1.9219,5,False
Node029,5,0,4,0.00044,0.4,0.0,0.0,1.9219,5,False
Node029,2,3,4,0.0037,0.4,0.2,0.2,1.9219,5,False
