node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,is_sybil
Node006_Sybil01,4,1,3,0.00159,0.4,0.0,0.8,1.5219,5,True
Node006_Sybil01,5,0,2,0.0,0.6,0.0,1.0,0.971,5,True
Node006_Sybil01,1,4,4,0.00292,0.4,0.6,0.4,1.9219,5,True
Node006_Sybil01,3,2,4,0.03184,0.4,0.2,0.6,1.9219,4,True
Node006_Sybil01,5,0,2,0.0,0.8,0.0,1.0,0.7219,5,True
Node006_Sybil01,2,3,4,0.00283,0.4,0.2,0.6,1.9219,5,True
Node006_Sybil01,0,5,3,0.00593,0.4,0.6,0.0,1.5219,4,True
Node006_Sybil01,1,4,4,0.02521,0.4,0.4,0.4,1.9219,5,True
Node006_Sybil01,5,0,2,0.0,0.8,0.0,1.0,0.7219,5,True
Node006_Sybil01,4,1,3,0.004,0.6,0.0,0.8,1.371,5,True
Node006_Sybil01,0,5,4,0.00465,0.4,0.0,0.2,1.9219,5,True
Node006_Sybil01,5,0,2,0.0,0.8,0.0,1.0,0.7219,5,True
Node006_Sybil01,5,0,2,0.00044,0.8,0.0,1.0,0.7219,5,True
Node006_Sybil01,0,5,3,0.00388,0.6,0.6,0.2,1.371,5,True
Node006_Sybil01,0,5,5,0.00043,0.2,0.2,0.2,2.3219,5,True
Node006_Sybil01,3,2,4,0.02575,0.4,0.2,0.6,1.9219,5,True
Node006_Sybil01,5,0,2,0.0,0.6,0.0,1.0,0.971,5,True
Node006_Sybil01,2,3,4,0.00182,0.4,0.2,0.6,1.9219,5,True
Node006_Sybil01,0,5,4,0.00317,0.4,0.2,0.6,1.9219,5,True
