node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,is_sybil
Node003,2,3,4,0.02851,0.4,0.0,0.4,1.9219,5,False
Node023,0,5,5,0.0213,0.2,0.2,0.4,2.3219,5,False
Node004,1,4,3,0.02651,0.6,0.6,0.0,1.371,5,False
Node003,1,4,5,0.02262,0.2,0.2,0.4,2.3219,5,False
Node003,1,4,5,0.02698,0.2,0.0,0.4,2.3219,5,False
Node007_Sybil00,0,5,3,0.0031,0.6,0.6,0.2,1.371,5,True
Node003,0,5,5,0.00696,0.2,0.2,0.4,2.3219,5,False
Node003_Sybil01,0,5,5,0.00543,0.2,0.0,0.4,2.3219,5,True
Node047_Sybil00,3,2,2,0.0,0.8,0.8,0.0,0.7219,5,True
Node008,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,False
Node047_Sybil00,0,5,4,0.00084,0.4,0.4,0.4,1.9219,5,True
Node025_Sybil00,5,0,2,0.0,0.6,0.0,1.0,0.971,5,True
Node008,5,0,4,0.0,0.4,0.0,0.2,1.9219,5,False
Node025,0,5,4,0.00249,0.4,0.4,0.4,1.9219,5,False
Node044_Sybil00,3,2,3,0.02247,0.6,0.2,0.2,1.371,5,True
Node025,0,5,3,0.0408,0.6,0.6,0.2,1.371,5,False
Node047_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node022_Sybil01,3,2,4,0.00206,0.4,0.2,0.6,1.9219,5,True
Node025,5,0,5,0.0,0.2,0.0,0.2,2.3219,5,False
Node003,0,5,3,0.00209,0.4,0.2,0.0,1.5219,5,False
Node007_Sybil00,0,5,4,0.00284,0.4,0.2,0.2,1.9219,5,True
Node004,0,5,2,0.00543,0.8,0.2,0.0,0.7219,4,False
Node023,5,0,5,0.0,0.2,0.2,0.0,2.3219,5,False
Node044_Sybil00,3,2,4,0.02685,0.4,0.2,0.2,1.9219,5,True
Node011_Sybil00,5,0,2,0.0,0.6,0.0,0.0,0.971,5,True
Node003,3,2,5,0.00847,0.2,0.4,0.2,2.3219,5,False
Node030_Sybil00,5,0,2,0.0,0.6,0.0,0.0,0.971,5,True
Node044_Sybil00,4,1,2,0.0,0.8,0.0,0.0,0.7219,5,True
Node047_Sybil00,1,4,3,0.00484,0.4,0.4,0.6,1.5219,4,True
Node003_Sybil01,3,2,1,0.00241,1.0,1.0,0.0,0.0,5,True
Node011_Sybil00,2,3,2,0.00603,0.6,0.0,0.0,0.971,5,True
Node004,5,0,4,0.0,0.4,0.0,0.4,1.9219,5,False
Node003_Sybil01,0,5,3,0.0246,0.6,0.0,0.8,1.371,4,True
Node004,3,2,3,0.00538,0.4,0.6,0.0,1.5219,5,False
