node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,is_sybil
Node011,0,5,4,0.03119,0.4,0.4,0.4,1.9219,5,False
Node038_Sybil01,4,1,3,0.00488,0.4,0.2,0.8,1.5219,5,True
Node029_Sybil00,0,5,4,0.02601,0.4,0.4,0.2,1.9219,5,True
Node011,5,0,4,0.00089,0.4,0.4,0.0,1.9219,5,False
Node010,0,5,4,0.00514,0.4,0.6,0.2,1.9219,5,False
Node011,1,4,4,0.00253,0.4,0.6,0.2,1.9219,5,False
Node010,0,5,4,0.00163,0.4,0.2,0.2,1.9219,5,False
Node038_Sybil01,1,4,3,0.01081,0.4,0.4,0.4,1.5219,5,True
Node019_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node048_Sybil01,5,0,2,0.00087,0.6,0.0,1.0,0.971,5,True
Node040_Sybil00,5,0,2,0.0,0.6,0.0,1.0,0.971,5,True
Node000,4,1,5,0.0,0.2,0.4,0.2,2.3219,5,False
Node010,4,1,4,0.04654,0.4,0.0,0.0,1.9219,5,False
Node040_Sybil00,5,0,2,0.0,0.6,0.0,1.0,0.971,5,True
Node029_Sybil00,5,0,2,0.0,0.8,0.0,0.0,0.7219,5,True
Node048_Sybil01,5,0,2,0.0,0.6,0.0,1.0,0.971,5,True
Node029_Sybil00,1,4,5,0.00338,0.2,0.2,0.2,2.3219,5,True
Node029_Sybil00,0,5,3,0.00194,0.6,0.6,0.2,1.371,4,True
Node010,5,0,3,0.0,0.6,0.2,0.6,1.371,5,False
Node015_Sybil01,2,3,3,0.00377,0.4,0.4,0.2,1.5219,5,True
Node039_Sybil00,1,4,5,0.0278,0.2,0.2,0.4,2.3219,5,True
Node040_Sybil01,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node015_Sybil01,5,0,2,0.0,0.6,0.0,0.0,0.971,5,True
Node010,0,5,2,0.00255,0.8,0.8,0.2,0.7219,5,False
Node038_Sybil01,3,2,3,0.0062,0.6,0.0,0.8,1.371,5,True
Node048_Sybil01,0,5,5,0.00906,0.2,0.4,0.2,2.3219,5,True
Node000,4,1,5,0.02478,0.2,0.4,0.4,2.3219,5,False
Node027_Sybil01,0,5,3,0.00652,0.6,0.6,0.0,1.371,4,True
Node011,5,0,4,0.0,0.4,0.0,0.2,1.9219,5,False
Node010,5,0,4,0.0,0.4,0.2,0.2,1.9219,5,False
Node015_Sybil01,0,5,3,0.00397,0.4,0.4,0.4,1.5219,5,True
Node000,4,1,4,0.00618,0.4,0.0,0.6,1.9219,5,False
Node011,0,5,4,0.0042,0.4,0.2,0.6,1.9219,4,False
Node040_Sybil00,3,2,3,0.00493,0.4,0.2,0.8,1.5219,5,True
Node011,0,5,4,0.00608,0.4,0.0,0.4,1.9219,5,False
Node000,5,0,5,0.0,0.2,0.0,0.6,2.3219,5,False
Node011,0,5,4,0.00503,0.4,0.2,0.2,1.9219,5,False
Node037_Sybil00,0,5,3,0.03619,0.6,0.6,0.0,1.371,5,True
Node040_Sybil00,0,5,4,0.0048,0.4,0.2,0.4,1.9219,5,True
Node040_Sybil01,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node000,2,3,4,0.00729,0.4,0.2,0.6,1.9219,5,False
Node010,0,5,3,0.00253,0.4,0.4,0.0,1.5219,4,False
Node010,5,0,4,0.00066,0.4,0.2,0.4,1.9219,5,False
Node010,0,5,5,0.00462,0.2,0.2,0.2,2.3219,5,False
Node011,0,5,4,0.00311,0.4,0.2,0.2,1.9219,5,False
Node037_Sybil01,3,2,4,0.00124,0.4,0.2,0.2,1.9219,5,True
Node011,1,4,3,0.00561,0.6,0.0,0.2,1.371,5,False
Node039_Sybil00,5,0,2,0.0,0.6,0.0,1.0,0.971,5,True
Node011,5,0,5,0.0,0.2,0.0,0.2,2.3219,5,False
Node048_Sybil01,4,1,3,0.00107,0.4,0.2,0.8,1.5219,5,True
Node010,1,4,3,0.00364,0.6,0.6,0.0,1.371,5,False
Node011,0,5,3,0.02531,0.4,0.4,0.4,1.5219,5,False
Node000,3,2,4,0.00359,0.4,0.2,0.4,1.9219,5,False
Node040_Sybil01,0,5,3,0.02382,0.4,0.4,0.2,1.5219,5,True
Node026_Sybil01,5,0,2,0.0,0.6,0.0,0.0,0.971,5,True
Node011,4,1,4,0.00236,0.4,0.6,0.0,1.9219,5,False
Node010,5,0,4,0.0,0.4,0.0,0.2,1.9219,5,False
Node011,0,5,3,0.02481,0.6,0.6,0.2,1.371,5,False
Node000,2,3,4,0.02375,0.4,0.4,0.4,1.9219,5,False
Node026_Sybil01,0,5,5,0.0021,0.2,0.4,0.0,2.3219,5,True
Node010,5,0,5,0.0,0.2,0.2,0.2,2.3219,4,False
Node000,1,4,3,0.02425,0.6,0.6,0.0,1.371,4,False
Node040_Sybil00,1,4,3,0.00612,0.4,0.0,0.2,1.5219,5,True
Node015_Sybil01,0,5,3,0.00303,0.4,0.4,0.6,1.5219,4,True
Node010,0,5,3,0.00368,0.6,0.6,0.2,1.371,4,False
Node010,5,0,4,0.0,0.4,0.4,0.4,1.9219,4,False
Node011,1,4,4,0.00549,0.4,0.4,0.2,1.9219,5,False
Node011,5,0,4,0.0,0.4,0.2,0.4,1.9219,5,False
Node015_Sybil01,4,1,2,0.00431,0.8,0.0,0.2,0.7219,5,True
Node040_Sybil01,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
Node038_Sybil01,4,1,3,0.00111,0.6,0.2,0.8,1.371,5,True
Node011,0,5,4,0.02345,0.4,0.2,0.4,1.9219,5,False
Node011,5,0,4,0.0,0.4,0.2,0.2,1.9219,5,False
Node026_Sybil01,0,5,5,0.02568,0.2,0.4,0.4,2.3219,5,True
Node010,5,0,5,0.0,0.2,0.4,0.2,2.3219,5,False
Node027_Sybil01,3,2,3,0.00863,0.6,0.4,0.6,1.371,5,True
Node048_Sybil01,5,0,2,0.0,0.6,0.0,1.0,0.971,5,True
Node048_Sybil01,3,2,3,0.00379,0.6,0.2,0.8,1.371,5,True
Node029_Sybil00,2,3,4,0.00757,0.4,0.4,0.2,1.9219,4,True
Node048_Sybil01,5,0,2,0.0,0.8,0.0,1.0,0.7219,5,True
Node010,3,2,4,0.00415,0.4,0.2,0.0,1.9219,5,False
Node000,5,0,4,0.0,0.4,0.2,0.0,1.9219,5,False
Node038_Sybil01,4,1,3,0.00538,0.6,0.2,0.8,1.371,5,True
Node000,2,3,5,0.00622,0.2,0.2,0.0,2.3219,5,False
Node010,4,1,5,0.0,0.2,0.2,0.2,2.3219,5,False
Node026_Sybil01,2,3,4,0.00547,0.4,0.2,0.0,1.9219,5,True
Node000,1,4,4,0.00569,0.4,0.2,0.2,1.9219,5,False
Node037_Sybil00,5,0,2,0.00066,0.6,0.0,1.0,0.971,5,True
Node038_Sybil01,5,0,2,0.0,0.8,0.0,1.0,0.7219,5,True
Node019_Sybil00,0,5,4,0.03551,0.4,0.2,0.4,1.9219,5,True
Node040_Sybil00,5,0,1,0.0,1.0,0.0,1.0,0.0,5,True
Node010,0,5,5,0.00835,0.2,0.2,0.4,2.3219,5,False
Node019_Sybil00,0,5,2,0.00434,0.8,0.8,0.2,0.7219,4,True
Node011,5,0,4,0.00111,0.4,0.6,0.0,1.9219,5,False
Node011,1,4,4,0.00237,0.4,0.2,0.4,1.9219,5,False
Node037_Sybil00,2,3,2,0.00492,0.6,0.0,0.6,0.971,5,True
Node038_Sybil01,0,5,3,0.0071,0.4,0.4,0.0,1.5219,4,True
Node040_Sybil01,0,5,3,0.02264,0.4,0.4,0.0,1.5219,5,True
Node027_Sybil01,4,1,3,0.0,0.4,0.0,0.8,1.5219,5,True
Node000,0,5,3,0.00438,0.6,0.6,0.2,1.371,4,False
Node029_Sybil00,1,4,5,0.00367,0.2,0.4,0.2,2.3219,5,True
Node011,5,0,5,0.00025,0.2,0.2,0.4,2.3219,5,False
Node010,2,3,3,0.00477,0.4,1.0,0.0,1.5219,5,False
Node037_Sybil00,5,0,2,0.0,0.6,0.0,1.0,0.971,5,True
Node000,0,5,4,0.00254,0.4,0.2,0.4,1.9219,5,False
Node027_Sybil01,0,5,3,0.02665,0.4,0.4,0.0,1.5219,5,True
Node010,0,5,2,0.00157,0.8,0.8,0.2,0.7219,5,False
Node010,5,0,4,0.0,0.4,0.2,0.2,1.9219,5,False
Node010,3,2,3,0.0023,0.4,0.4,0.4,1.5219,5,False
Node011,5,0,4,0.0,0.4,0.0,0.0,1.9219,5,False
Node010,4,1,4,0.00713,0.4,0.0,0.6,1.9219,5,False
Node000,0,5,5,0.00427,0.2,0.0,0.4,2.3219,5,False
Node000,3,2,5,0.00609,0.2,0.6,0.4,2.3219,5,False
Node015_Sybil01,5,0,2,0.0,0.6,0.0,0.0,0.971,5,True
Node029_Sybil00,4,1,3,0.00044,0.4,0.0,0.2,1.5219,4,True
Node010,0,5,3,0.00148,0.6,0.0,0.2,1.371,5,False
Node015_Sybil01,5,0,2,0.0,0.8,0.0,0.0,0.7219,5,True
Node026_Sybil01,0,5,4,0.00332,0.4,0.4,0.0,1.9219,4,True
Node011,0,5,4,0.02175,0.4,0.0,0.6,1.9219,5,False
Node010,5,0,4,0.0,0.4,0.2,0.0,1.9219,5,False
Node000,0,5,5,0.00488,0.2,0.0,0.4,2.3219,5,False
Node037_Sybil01,5,0,2,0.0,0.8,0.0,0.0,0.7219,5,True
Node037_Sybil01,5,0,2,0.0,0.6,0.0,0.0,0.971,5,True
Node019_Sybil00,1,4,3,0.00107,0.6,0.6,0.2,1.371,5,True
Node000,0,5,5,0.00852,0.2,0.0,0.4,2.3219,5,False
Node010,4,1,5,0.00149,0.2,0.2,0.0,2.3219,5,False
Node037_Sybil01,3,2,3,0.00416,0.6,0.0,0.0,1.371,5,True
Node027_Sybil01,5,0,2,0.0,0.8,0.0,1.0,0.7219,5,True
Node027_Sybil01,3,2,3,0.00837,0.4,0.0,0.8,1.5219,5,True
Node040_Sybil01,0,5,3,0.02092,0.6,0.8,0.0,1.371,5,True
Node026_Sybil01,2,3,3,0.00233,0.4,0.6,0.0,1.5219,5,True
Node019_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,True
