node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,is_sybil
Node040,0,5,4,0.0024,0.4,0.4,0.0,1.9219,5,False
Node040,4,1,4,0.00346,0.4,0.2,0.2,1.9219,5,False
Node040,5,0,5,0.0,0.2,0.4,0.2,2.3219,5,False
Node040,1,4,4,0.03104,0.4,0.2,0.2,1.9219,5,False
Node040,3,2,3,0.0055,0.4,0.0,0.0,1.5219,5,False
Node040,5,0,5,0.0,0.2,0.2,0.0,2.3219,5,False
Node040,3,2,3,0.02901,0.6,0.0,0.8,1.371,5,False
Node040,5,0,5,0.0,0.2,0.0,0.0,2.3219,5,False
Node040,4,1,5,0.00177,0.2,0.2,0.0,2.3219,5,False
Node040,0,5,4,0.00199,0.4,0.4,0.6,1.9219,5,False
Node040,2,3,4,0.00376,0.4,0.4,0.4,1.9219,5,False
Node040,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,False
Node040,3,2,4,0.03147,0.4,0.2,0.2,1.9219,4,False
Node040,0,5,4,0.00195,0.4,0.4,0.2,1.9219,5,False
Node040,2,3,4,0.00292,0.4,0.0,0.6,1.9219,5,False
Node040,5,0,3,0.0,0.4,0.4,0.0,1.5219,5,False
Node040,3,2,5,0.00043,0.2,0.0,0.2,2.3219,5,False
